Unnamed: 0,Title,Poem,Poet,Tags,location,year
108,"

                    Over the Course of Several Decades Following the Korean War, South Korea Became the World’s Largest Supplier of Children to Developed Countries

                ","

Some(where a) woman wears

 

the face once given. Possessions

 

scarce we go halves on slant

 

of eye & span of palm with cousin & other

 

ghosts. Where is the man with the face lent

 

mother? Fathers rare; infant found

 at Shinkyo police station box—official

 

shoes careened around fortune of Name

 & birth, pin &

 note. Elsewhere (Norway, Australia)

 

another Korean

 

National bears the imprint

 

of my din. Cribs, nurse, hands, rice-milk powder, down

 

& rocked—carefully dated

 

checks. American/Father

 

asks Why. We don’t speak. Years

 

burn to decades, this permanent

 

occupation.

 

",Sun Yung Shin,History & Politics,South Korea,1994
109,"

                    (Riot Police)

                ","

This is you—Titanus giganteus, your maw snapping pencils in half and cutting through human flesh. My encyclopedia chokes on your bulk. My camera, timid, afraid to look, as if you’re naked—not one adult male, but millions.


 


Few garments sound as fine as flak jacket, the best of the tagmata the thorax, more prime than brains as the body can keep mating, cracking its margins. Your shield like a wing, protects your bulletproof heart from the wind, your right arm black in the cloth of your brothers. Full face visor. Baby gladiator.


 


Beyond the screen, memorized—jawbone like a scandal reflecting all the thieves and beggars. Insect lord, insect mind. This is my fear. You look like my brother, my son. You could kill me with your looks.

",Sun Yung Shin,"Cities & Urban Life,History & Politics",South Korea,1994
110,"

                    (Demilitarized Zone)

                ","

Like a wedding ring, or the bride’s green ribbon, you shelter me.

No business but war. You remind me of a kind of heaven.

 

A cairn of rocks casting shadows in the shape of a man.

 

Thou art the table before me in the sight of my adversaries, thou dost

anoint my head: oil and rain, thou art a ghost with a girl’s mouth,

thou art not the making of my dreams—under water, under cliff,

under this long suitcase of earth and bombs. More than any mortal

could gather beneath the skirt of the sky.

 

You are never eager, nor famished, nor pale with a craving for white

clothes or my nocturnes.

 

Let your lynx approach, even tiger, even its wild outline.

 

You need no ferryman or the obolus of the dead.

If I put a coin in my mouth I taste copper, not the corpse.

They say that bodies fertilized the ground so well the trees grow

bright and tall. The bones blur. We return alive.

 

",Sun Yung Shin,War & Conflict,South Korea,1994
111,"

                    Return of the Native

                ","

Because of time being an arrow, I had to imagine everything.


 


I had to fold the song with my mind because of the time being. Wash the rice here, in the present.


 


Because of the arrow I pent up the fourth wall as though I were diapering my own newborn.


 


I put time to the breast, though I feared it was not an arrow but an asp.


 


Being time I kept that fear under my tongue like a thermometer. I felt its mercury rolling under my teeth, boiling like language.


 


A deaf man, an old man, I am his hand, rough and gentle, an arrow here and then.


 


Time, I can see what I feel.


 


In the future even your future becomes my past. Arrow, I have died. There is peace. I pull it from me like a blanket.


 


As in a dream, because of time being an arrow, I put on the dress of a young, lovely mother. Because of her, because of the time, here I am, always watching over you.


 

",Sun Yung Shin,Time & Brevity,South Korea,1994
112,"

                    Seventh Sphere (Saturn: The Contemplatives)

                ","

No more hangings, no more gas chambers. No one allowed to remain in the center of the labyrinth, guarding their dna from the world, from the future. No more contemplation, no more waste. Everyone leaning toward paradise. Shields down and the word enemy will pass from memory. You are my kind.

",Sun Yung Shin,History & Politics,South Korea,1994
113,"

                    His Mother's Hair

                ","

The last time he cut his mother’s hair

     the rude morning sun

left no corner of her kitchen private,

     the light surgically clean

where it fell on his scissors.

     Her hair fell in a blonde circle

on the lake blue tile—smell of coffee

     and cinnamon; her laughing

shook her head, Hold still, he said,

     his hands surfeit with the curl

and softness of her hair.

 

     Three weeks after her death,

a stranger entered the salon

     and settled in the chair.

She had the color and shape

     of his mother’s hair,

and when he sunk his hands in it,

     the texture, even cowlicks,

individual as freckles—same.

     Twice he had to leave the room,

and twice, he returned—still,

     when he touched her hair, it blurred.Hold still, he said, hold still.

 

",April Ossmann,Sorrow & Grieving,California,2037
114,"

                    Dust to Dust

                ","

Nevermind that keeping ashes

     on the mantel feels ghoulish,

and comically impractical:

 

not just another thing,

     a miniature memento urn, to dust,

but dust to dust—

 

I dread the conversational

     Hara-kiri, not, that’s what’s leftof my brother, but, he died of suicide:

 

the chasm of silence following the leap—

     so the cremains stay

in the office closet till they migrate

 

through no will of their own

     to a moving box

I haven’t unpacked and likely won’t.

",April Ossmann,"Death,Sorrow & Grieving",California,2037
115,"

O, Chicago, O'Hare

                ","

One among the shifting mass

   of humanity intent

on countless destinations,

   one hungry stomach

 

and dry mouth among many,

   one brain dazed

by the speed and altitude

   of flights unnatural

 

to any animal, by herding,

   followed by waiting

succeeded by rushing,

   waiting, herding—

 

and more flight

   incomprehensible

to any body contained

   in this seemingly unwieldy

 

mass of metal lifting

   improbably over Chicago,

where a misty orange aura

   hovers over the city’s

 

brighter lights, as if

   its soul sought ascension

it could only attempt,

   as if the aura

 

might break free

   and follow us,

wherever we might fly,

   wheresoever we may rest—

 

one with the multitude

   of humans en route

through mystery,

   to mystery.

 

",April Ossmann,Travels & Journeys,California,2037
116,"

                    A Wish

                ","

I wanted to give you something for your pain.

But not the drug du jour

or the kind word this side of cliché.

Something you wouldn’t find on a talk show,

in a department store or dark alleyway.

I wanted to give you something for your pain

 

but I couldn’t imagine what.

Frankincense, myrrh—even gold

seemed too plain (too plain and too gross).

I needed something that wouldn’t have occurred

to you or me, or even Nature: a creature

more fabulous, more imaginary

 

than you’d find in a rain forest or tapestry

or pixel-loaded screen. Some exotic anodyne

an alchemist or astrophysicist

would be envious of: a chemical reaction,

an astral refraction, an out-of-body,

out-of-mind, one-of-a-kind

 

transport from your pain, that would last

longer than a day, go deeper than the past.

I would have founded a whole new religion

if I thought that would suffice.

As for love—sacred, profane, or both—

I wanted to give you something

 

that didn’t arrive with a roll of the dice

and was hard to maintain and had a knack

for disappointing. I wanted to give you

something for your pain that didn’t smack

of a sorcerer’s trick, or a poet’s swoon,

or a psychiatrist’s quip. Nothing too heavy

 

or spacey or glib. I’d have given you the moon

but it’s been done (and besides, its desolate dust

and relentless tendency to wane

might have only exacerbated your pain).

If I could have given you something

you could depend on, could always trust

 

without a second thought, I would have.

A splendid view, perhaps, or a strain

of music. A favorite dish. A familiar tree.

A visit from a genie who, in lieu of granting you

a wish, would tend subtly to your every need,

and never once tire, never complain.

 

But when all was said and done

(or hardly said, not nearly done)

I was as helpless as you. Could you tell—

or were you so overcome your pain was all

that mattered? It seemed to me we were a kind

of kin: willing the mind its bold suspensions,

 

but the heart, once shattered, never quite matching

its old dimensions. And yet you persevered

in spite of pain, you knew to hold hope

as lightly as you held my hand (a phantom grasp,

a clasp that seemed to come from the other side).

And your genial smile made it plain: you were pleased

by my wish to please. And then you died.

",Thomas Centolella,"Death,The Body",United States,2039
117,"

                    View #45

                ","







after Hokusai and Hiroshige







I dreamt half my life was spent

in wonder, and never suspected.

 

So immersed in the moment

I forgot I was ever there.

 

Red-tailed hawk turning

resistance into ecstasy.

 

The patrolmen joking with the drunk

whose butt seemed glued to the sidewalk.

 

A coral quince blossom in winter,

pink as a lover’s present.

 

And tilting my bamboo umbrella

against the warm slant

 

of rain, was I not a happy peasant

crossing the great bay on a bridge that began

 

who knows when, and will end

who knows when?

",Thomas Centolella,"Life Choices,The Mind",United States,2039
118,"

                    The Orders

                ","

One spring night, at the end of my street

God was lying in wait.

 

A friend and I were sitting in his new sedan

like a couple of cops on surveillance,

shooting the breeze to pass the time,

chatting up the daydreams, the raw deals,

all the wouda-coulda-shoulda’s,

the latest “Can you believe that?”

As well as the little strokes of luck,

the so-called triumphs, small and unforeseen,

that kept us from cashing it all in.

 

And God, who’s famous for working

in mysterious ways and capable of anything,

took the form of a woman and a man,

each dressed in dark clothes and desperate enough

to walk up to the car and open the doors.

 

And God put a gun to the head of my friend—

right against the brain stem, where the orders go out

not only to the heart and the lungs

but to consciousness itself—a cold muzzle aimed

at where the oldest urges still have their day:

the one that says eat whatever’s at hand,

the one that wants only to fuck,

the one that will kill if it has to…

 

And God said not to look at him

or he’d blow us straight to kingdom come,

and God told us to keep our hands

to ourselves, as if she weren’t that kind of girl.

 

Suddenly time was nothing,

our lives were cheap, the light in the car

cold, light from a hospital,

light from a morgue. And the moments

that followed—if that’s what they were—

arrived with a nearly unbearable weight,

until we had acquired

a center of gravity

as great as the planet itself.

 

My friend could hardly speak—

he was too busy trying not to die—

which made me chatter all the more,

as if words, even the most ordinary ones,

had the power to return us to our lives.

 

And behind my ad-libbed incantation,

my counterspell to fear, the orders

still went out: keep beating, keep breathing,

you are not permitted to disappear,

 

even as one half of God kept bitching

to the other half that we didn’t have

hardly no money at all, and the other half barked,

“I’m telling you to shut your mouth!”

and went on rummaging through the back seat.

And no one at all looking out their window,

no one coming home or going out…

 

Until two tall neighbors came walking toward us

like unsuspecting saviors…  And God grabbed

the little we’d been given, the little we still had,

and hustled on to the next dark street.

",Thomas Centolella,"The Body,Crime & Punishment",United States,2039
119,"

                    “In the Evening We Shall Be Examined on Love”

                ","







—St. John of the Cross







And it won’t be multiple choice,

though some of us would prefer it that way.

Neither will it be essay, which tempts us to run on

when we should be sticking to the point, if not together.

In the evening there shall be implications

our fear will change to complications. No cheating,

we’ll be told, and we’ll try to figure the cost of being true

to ourselves. In the evening when the sky has turned

that certain blue, blue of exam books, blue of no more

daily evasions, we shall climb the hill as the light empties

and park our tired bodies on a bench above the city

and try to fill in the blanks. And we won’t be tested

like defendants on trial, cross-examined

till one of us breaks down, guilty as charged. No,

in the evening, after the day has refused to testify,

we shall be examined on love like students

who don’t even recall signing up for the course

and now must take their orals, forced to speak for once

from the heart and not off the top of their heads.

And when the evening is over and it’s late,

the student body asleep, even the great teachers

retired for the night, we shall stay up

and run back over the questions, each in our own way:

what’s true, what’s false, what unknown quantity

will balance the equation, what it would mean years from now

to look back and know

we did not fail.

",Thomas Centolella,Love,United States,2039
120,"

                    Lines of Force

                ","

The pleasure of walking a long time on the mountain

without seeing a human being, much less speaking to one.

 

And the pleasure of speaking when one is suddenly there.

The upgrade from wary to tolerant to convivial,

so unlike two brisk bodies on a busy street

for whom a sudden magnetic attraction

is a mistake, awkwardness, something to be sorry for.

 

But to loiter, however briefly, in a clearing

where two paths intersect in the matrix of chance.

To stop here speaking the few words that come to mind.

A greeting. Some earnest talk of weather.

A little history of the day.

 

To stand there then and say nothing.

To slowly look around past each other.

Notice the green tang pines exude in the heat

and the denser sweat of human effort.

 

To have nothing left to say

but not wanting just yet to move on.

The tension between you, a gossamer thread.

It trembles in the breeze, holding

the thin light it transmits.

 

To be held in that

line of force, however briefly,

as if it were all that mattered.

 

And then to move on.

With equal energy, with equal pleasure.

 

",Thomas Centolella,"Travels & Journeys,Landscapes & Pastorals",United States,2039
121,"

                    Anti-Elegy

                ","







for TNH







There are those who will never return to us

as we knew them. Who if they return at all

visit our sleep, or daydreams, or turn up in the features

of total strangers. Or greet us face to face

in the middle of some rush hour street,

but from a great distance—and not in the full flush

of bodies that once wanted nothing more from us

than the laying of our hands upon them,

as a healer lays hands upon the afflicted.

There are those who by their absence are an affliction.

 

I imagine that sometimes in your dark bed

you still want to know why. Why the man

you were just coming to love, who liked you close

as he raced through the city at night, why

he had to swerve suddenly. Why he had to end up

on an operating table, dead. Why you of all people

had to live, to repeat this unanswerable question.

 

I could tell you about a woman good at ritual

who, hardly believing in herself, was good

at making vows the two of us could believe.

Then one day I had to drive her to an early flight.

The dawn was blinding. She was off to look for the soul

no one else could provide. But was this the way

to do it? She didn’t know. She wanted me

to tell her. Tears down her face. And I kept driving.

I can look back and say: on that day, that’s when I died.

 

Since then, you and I have had a hard time believing

anything could bring us back. And yet your brown body

breathes new life into a cotton print from the fifties,

and picks parsley from the garden for spaghetti carbonara,

 

and cues up Mozart’s French horn solo, and fills up the kitchen

with the aroma of sourdough, and gets my body to anticipate

the taste of malt as the tops of American beer cans pop:

good rituals all, because they waited out our every loss, patient

with the slow coming back to our senses, undeterred by our neglect.

As if they knew all along how much we would need them.

 

",Thomas Centolella,Sorrow & Grieving,United States,2039
122,"

                    Small Acts

                ","

Whitman thought he could live with animals, they were

so placid and self-contained, not one of them dissatisfied.

I have lived with animals. They kept me up all night.

Not only tom cats on the prowl, and neurotic rats

behind my baseboards, scratching out a slim existence.

There were cattle next door in the butcher’s pen,

great longhorns lowing in the dark. Their numbers had come up

and they knew it. I let their rough tongues lick my sorry palm.

Nothing else I could do for them, or they for me.

 

Walt can live with the animals. I’ll take these vegetables on parade:

string-beans and cabbage heads and pea brains, who negotiate

a busy crosswalk and feel brilliant, the smallest act accomplished

no mean feat, each one guiding them to other small acts

that will add up, in time, to something like steady purpose.

They cling to this fate, clutch it along with their brownbag lunches:

none of us would choose it, but this is their portion, this moment,

then this one, then the next. Little as it is, pitiful as it seems,

this is what they were given, and they don’t want to lose it.

 

The gawky and the slow, the motley and the misshapen…

What bliss to be walking in their midst as if I were one of them,

just ride this gentle wave of idiocy, forget those who profess

an interest in my welfare, look passing strangers in the eye

for something we might have in common, and be unconcerned if nothing’s there.

And now we peek into a dark café, and now we mug at the waitress

whose feet are sore, whose smile makes up for the tacky carnations

and white uniform makes it easy to mistake her for a nurse,

even makes it necessary, given the state of the world.

 

And when the giant with three teeth harangues us to hurry up,

what comfort to know he’s a friend, what pleasure to be agreeable,

small wonders of acquiescence, like obedient pets. Except animals

don’t have our comic hope, witless as it is. They don’t get

to wave madly at the waitress, as though conducting a symphony

of ecstatic expectations. If I turned and lived with animals

I’d only be a creature of habit, I’d go to where the food is

and the warmth. But I wouldn’t get to say to my troubled friend,

“Your eyes are so beautiful. I could live in them.”

 

",Thomas Centolella,"Animals,Trees & Flowers",United States,2039
123,"

                    Mood Ring

                ","

Inside me lived a small donkey. I didn’t

believe in magic, but the donkey

was a sucker for the stuff. Psychics,

illusionists, arthritics who’d predict

the rainfall. That was the year I had trouble

walking. I over-thought it and couldn’t

get the rhythm right. The donkey re-taught me.

“This foot. Yes, then that one. And swing

your arms as if you’re going to trial

to be exonerated of a crime

you’ve most definitely committed.”

Next, trouble sleeping because

I’d need to crank the generator in my chest

so frequently. Seeing I was overworked,

the donkey finally hauled it out—

it looked shiny and new, a silver dollar—

and tossed it into a flock of birds

who had to fly a long way to find safety.

I knew then I was a large and dangerous man,

what with this donkey living inside me,

but felt futile. One day, during

a final lesson on breathing,

the donkey asked what kind of jeans

I was wearing. I said, “The somber ones.”

“Poor kid.” “So will you be staying on

for a third year, donkey?” “No. I think

I should be leaving soon. I think

I should go and await your arrival beside

the crumpled river.” “Yes, I suppose

you have many important matters to attend to,

but maybe one day I will come and join you

for a drink or, perhaps, for a brief nap.”

",Jaswinder Bolina,"The Body,Animals",United States,1998
124,"

                    Operating Dictates for a Particle Accelerator

                ","

       pulse light

 

 

starts there starts           getting smaller     All that you can’t remember,

Claire says.  ,   With two glass eyes           I’m wobbling down

  a walkway          inflecting aloha                                        no thumbtacks,

          attached     no pins,           To feel.          Good by.

among crimson and silver turnstiles,     all the folks          In orange,

               Silvery hats and thermal     The madmen mad getting

madder     daisies all done          Again          me strolling, me fuming,

slipping,   the stream frozen. the matter of face. the quasars

 

     huffing on.           In December   no summery mask,     No, just

the shimmering scene, the firmament.     a blackbird indicating, nods

           Maybe a change    dust of a brick  maybe

I remember,      I recall.      a cyclotron.          An ingenuous ramrod

     The flay of her hair               fall sinking          Rowboat

turning to winter,     rowboat, rowboat      Chatter of the breakage

 

iii.                              verb forms of a neutron bomb

 

starts sloe gin     over time                    Fermenting in the firmament

     red shifting with Claire     waking with Claire, betweening

and vaguing Claire          the embassies exchanging airs.          lily white,

     glittery photons          , spark                         at the bottom working

iamb          iamb iamb                    iamb                                        iamb

Claire    don’t care                    reminiscing          Tuscaloosa

in.           A corner of the soiree.                              , standing so bluntly

     you resemble no one,          Precisely, as if receding          over a hill,

 

you resembles everyone. corralling       , the bulky idea of the hill into.

              an encampment,                                                  a tiny cranium.

     And it’s                    as if,          Spying you                              through

          a whiskey on rocks.                    a mass hysteria

I struttle along,      Making          commonplace.          Ubnutterances,

     and guts                                        your house is blue with two glass eyes

 

 

iii.                              quantum entanglement

 

starts with a single shot.          fired                not the year of my     fathers.

          slow, death starts.     year my mother goes     terminal,

The vacuous scene          chattering,                         Like an elephant

      collapsing     the animals fuming,                              weird winged bugs

     The serious business of.    squishing them, they simply regroup.

And reappear.    , Claire.          I’m stumbling down the thoroughfare.

in a dark,  Pinching what few glittering photons,          I’m trolling.

murky and building up.     start at the bottom,                    working a way

 

Upwards     Evening,       like a tumbler.                    folding.  itself over

          Feeling contented all around.  squinting,          started clawing

with two glass eyes          feeling for thumbtacks.                    Among

the broad vagaries.                         among the wild visions,          Claire.

. I say I know you better,                            , than.   You could imagine,

     or some other,          but you sock me.          Hard. In the gut instead.

 

 

i.                              aimed by magnets

 

 

               starts redundant          Futile with a screwdriver, among the wrecks.

,  I am having a ball comma       Describe the house        comma paint

the doorjamb end-stop               these months     spent   a-chatter.

                the sidewalk spinal column                              of a mule that carries me.

Through the broad making-world.            one universe over,

We are inseparable.      And own many cats     the city.                             Large.

   like  viewing an egg,                        From the egg’s interior.

I go about the serious business   strolling,                                    The firmament

 

Claire.   your pocket watch,          A frayed yellow.                                    T-shirt.

on the narrative fringe.  of the narrative,                  the weightless photons

say       Holding hands                              One universe over. You do not forgive

   me.            ,  all that I can’t                              but Maybe a small change

maybe something less     than the sky,

             maybe something.                              More than the sky could conjure.

 

ii.                                    if this were a sonnet, I

 

                     start with all that you can’t remember.                  The gutters

Overloaded.      the funky trinkets,           Weird winged bugs

  on the sill.                  In the air,      When I go about the     business

, strolling home    Claire.                        riding the slipstream

sloe gin.            All drink and whiskey.      the old ferry, a rowboat

,            in my gut.                        smooth as a mirror          Every mad

Artifact     everyone I’ve ever met,                       resembling

Claire dissembling          My wintered axe.            start at the bottom

 

Work your way upwards.            like a signature saying I’ve been here,

      strolling past,            these fumes,                             on the air

smell like a letter.            All thermal               , all water     Quasars

   bleating,      blackbird saying,      The search light pauses     Pluck

The wings out one at a time.      Chicago and     blackbird, blackbird,

I unaware.    of ours, the               recombinant bodies of the gods.

    

 

i.                              focused by a lens

 

starts with the scene     starts.               December,          Smooth

as a mirror     Hard in the gut                         feels like a tumbler.

          Claire, inflecting               good, by.     walking.

Claire.          the scene of sparks.     among the while, the fission

   The house is blue.     with two glass eyes     among the firmament

 

no pins to pin you   No, thumbtacks to hold you          But photons and

          all the things that you can’t       .        Among the sloe gin,

your frayed yellow T-shirt. I returned          to you, but you wanting

 

In a corner of the soiree.  a corner of the prairie,     more than the sky

     This is where the elephant toppled.     when what you remember is

Collided, with               Often     under the webbed foot

               Of my imagining, you     are the entire throng.          Wearing

   your face,     Dust of a brick,     what’s left is               What when

the particle accelerator               paints its          disastered portrait

 

 

iv.                        scatter

 

many phrases starts with shatter.                                    , crossing

           the parking lot, my skin     pixilated in the sodium light,

harsh corundum               skin a vapor trail                    edging

      the slipstream.            Tidy up the floorboards.            the wiggling

infrastructure of a signature.                        says, I’ve been here

           before                    All airs as if a unified field.                  of

  night.      of     Claire.                  Collapse, arrangement

           of bones   where the elephant toppled.                  spells are cast,

 

Luster in clusters,                        stone I toss          Chicago,

the old ferry   through the house’s eye,  through the firmament     Light

     bulbs wilting,            carnations flickering,      Like a cyst the crick

dribbles outward                         toward   a shore     my lady trickles,

my lady pours          Give up give up,            my sweet canteen

Been taken to the forest.      Honey.                  Among the wild fission.

",Jaswinder Bolina,,United States,1998
125,"

                    Employing My Scythe

                ","

I’m standing in field 17 of the long series, employing my scythe.

Sometimes a conceptual dog bounds

past me, though it’s never my conceptual dog.

Occasionally future laureates gather for colloquium,

though they’re rarely my future

laureates. Thus, evening proceeds precisely

the way the handbook describes it:

as a proceeding: a runnel: shallow and babbling.

 

Into it a stranger appears. He looks like my friend.

I ask him, Are you my friend? Gravity telegraphs

its heavy message through the lolling

vines. The strangers says, I’ve sold all my clothes

and am considering, for a career, perpetual suffering.

The sun slides a tongue down the nape of the grain elevator.

Lowing cattle. It’s the fourth of July. In Spain.

I say, You are most vague and mysterious, friend.

The dog paces. I set my scythe aside and tell him,

I have employed this scythe mercilessly all my life and still

everywhere these stalks extend. He says,

Someone is always worse off than us

even at our most pitiable. Yes, I say. I read it once

in a magazine. And we laugh, let our enormous bellies jangle.

It is good to laugh with my friend and let the scythe cool, I say.

Yes, he says. Good.

 

",Jaswinder Bolina,"Jobs & Working,Travels & Journeys",United States,1998
128,"

                    Mom Betty Addresses the Nature of Proportion

                ","







After “She was the song of my dark hour,” a photograph by Paul Tañedo







I woke up

and I was old—

 

It’s hard to judge

if this new country

 

was worth

its costs—

 

Fil and Eileen

educated themselves—

 

They blessed me

with their happiness—

 

Roy and Glen

lost themselves

 

to a car accident

and something worse

 

(that I will not reveal

even for a poem)—

 

When I see myself

reflected in a mirror

 

I turn away to hide

both my eyes, all of my self—

 

when half of your

children are destroyed

 

the half who flourish

cannot compensate

 

exactly

                        as if

 

a heart breaksexactly down the middle.

 

",Eileen R. Tabios,"Living,Growing Old,Parenthood,Sorrow & Grieving,Love,Heartache & Loss,Relationships,Family & Ancestors",Philippines,1980
129,"

                    Memorial Day

                ","

All that's left is the shroud

                                  the back wings. Roaches

scurrying in the kitchen. There’s no

greater threat than this time at hand.

      Drunken cackles from the street. Still damp

                                                         from 4 AM rain.

I missed the instructions for this part. The trap.

The deflate of dream. Utopia was always

supposed to be right at hand. Right and left.

Any which way we’d make of it.

                                                    Marine layer

won’t budge for the rumble under our feet. Sky

tears open in the north. Sirens

on high. A small pool forms

in the buckle of asphalt.

In its gentle tremble

the reflection of the grey

white mass overhead

with a perfect seam of blue.

The rift where

the dead speak

how-tos.

 

",Sunnylyn Thibodeaux,"Relationships,Home Life,Nature,Animals",Louisiana,1995
130,"

                    All Kinds of Fires Inside Our Heads

                ","

The number of bodies i have

is equal to the number of

gurney transfers that are

televised.

 

If we’re all “just human”  

then who is responsible?

 

A fire station drying out

from addiction. outside

the drizzling of firepower,

lowballing suns

 

it’s like a sauna in here.

the strain of a charred

bladder. bottled water

bad wiring,

 

that spark is no good

come sit with me for a

minute. my feet full of

diluted axe fluid

 

thought I heard you say

everything is medicine

but that’s just hearin

what you wanna hear

 

",Nikki Wallschlaeger,"Living,Death,Health & Illness,Life Choices,Social Commentaries,Race & Ethnicity",Maryland,1994
133,"

                    Book Review: The Mountain Lion by Jean Stafford

                ","

Spoiler alert: in this all-but-forgotten

masterwork, Jean Stafford—who was once

widely regarded as the leading novelist

 

of her generation, and who wrote

this perverse, short,

lyrical novel, her second, during

 

the flailing failings

of her marriage to my hero

Robert Lowell—kills

 

Molly, her child-alter ego,

a girl too unloved and unloving

to survive puberty, too

 

pure and awful—like Stafford, who died

pickled and childish three

decades later after winning

 

the Pulitzer with her devastating,

hurtfully compassionate Collected Stories—for this or any other world,

 

especially the necessarily

allegorical one of fiction.

I am broken now, hopeless; hope

 

is proved by this book to be

a contrivance. I have just

read the last pages in which

 

Molly’s brother, Ralph—who,

to live, cannot love

either, has no spare love—shoots

 

her, aiming for the wild mountain

lion whose stuffed corpse

was to be the triumph

 

of his new manhood. I don’t

hate Ralph—how can I, a boy,

mistaken, like me? And can I hate

 

Molly, who so needed Ralph

and everyone, still young enough to savor

the bittersweet of her anger?

 

What about Stafford, who hurt

herself, all our selves, with

this ending, her classic tragedy, writing,

 

decades later, Poor old Molly! I loved her dearly and I hope she rests in peace.

 

Fuck insight and analysis:

my heart is shot. Why

did she have to die? Why does

 

anyone? Why do you, do I?

Because of what Ralph was

feeling just before he accidentally

 

slaughtered the future? This book

must have ravaged the already

sleepless poet Gregory Orr,

 

who shot his brother, too, and

suffers that endless error

in poetry and prose. And because Molly

 

refused everything, she stood between

Ralph and tomorrow. But he grew, he

changed. Confused? Read

 

the book. In novels

people die because of what they feel.

In life, people die when

 

their bodies conk out,

exhausted machines that living

expends. And what

 

happens when people feel

their feelings in life?

Nothing? Anything? Brenda,

 

dear Brenda, my love, nothing

happens, I’m afraid. I’m sorry. And afraid.

A small breeze born in the heart

 

gently bends a blade of grass

and no one hears a word.

No one reads Stafford anymore—I asked

 

on Facebook. Stafford died, her

legacy gently dispatched

into the low air. O, life

 

is terrible, literature

ridiculous. Stafford’s prose,

teeming and rich as loam,

 

could take Famous Franzen’s

for a walk, feed it biscuits.

But who cares? Who remembers?

 

O, to have been Jean Stafford,

in the past I idealize, when the world

was less self-conscious, less

 

precise. I could be

dead already, warmish

beneath a blanket of dust. Joyful

 

are the faded, the once-greats

whose afterlives slipped out

a hole in posterity's pocket:

 

they are loved poignantly by

a needy few. O, to be kept

cozy in the bosoms of those

 

desperate and proud, forgotten

for all the good I do. Love

is sunlight streaming unevenly

 

through the canopy of leaves

overhead. We can only grow

in the brighter patches below, fading

 

where light is thin. Molly,

we are with you, nowhere and gone.

Mostly we are forgotten, too.

 

",Craig Morgan Teicher,"Coming of Age,Death,Reading & Books",New York,1999
138,"

                    lucky number 7 (or indications that I’d be a lesbian)

                ","

when i was 7, i hoped rocks would whisper

the secret to being hard. fascinated by Keisha’s skin

so soft, i seduced her into humping even though she

was five years my senior and my babysitter—click of the light

covers snatched away like a magic trick reveal

i could hear Keisha wail one floor up

through the radiator pipes—i was the victim.

 

at 7, i decided i should’ve been born

a boy, a he, a him. blamed my mama for her mistake.

prayed for a penis and practiced peeing standing up

until it came: aim, angle of lean, and straddle were crucial.

toilet seat up, knees clamping the cool rim i let go

of the golden flow feeling the warm wet trickle down my legs

darkening my dungarees a new shade of blue.

 

at 7, i was never afraid of putting things in my mouth:

i chewed my fingernails till they bled, chewed pencils

till the yellow paint flaked me a crusty mustache,

chewed pen caps into odd sculptures, chewed pens until

the inky cylinders leaked a Rorschach on my face

kids pointing as i ran to the bathroomoooh a butterfly! no, a thundercloud …

 

i wore my iron-on Bruce Lee sweatshirt till his face cracked

and faded invisible. still, i felt invincible when i wore it

kicking lunch tables with my shins. karate-chopping pencils

in two. forever trying to impress the skirts with my awkward

brand of goof. punching my arm to make lumps

rise out of the bony sinew. at 7, i knew

how to make a girl cry.

 

",T'ai Freedom Ford,"Coming of Age,Gay, Lesbian, Queer",Massachusetts,2002
